1 mes: ,3 meses: ,6 meses: ,1 año: 
25724.7,21645.8,17238.6,35189.3
29081.3,41603.0,78247.5,245468.4
35333.4,27835.399999999998,8836.4,-57068.8
28681.5,34741.7,51300.299999999996,111302.90000000001
28031.100000000002,34721.700000000004,50498.3,102718.5
34709.4,36446.6,41347.8,59414.6
28641.0,29237.8,34540.0,61009.6
34617.3,40437.1,53014.5,92021.5
