1 mes: ,3 meses: ,6 meses: ,1 año: 
107354.90000000001,114376.59999999999,168544.2,572467.2000000001
105726.70000000001,106238.6,125575.3,312393.5
103751.9,96073.0,86387.7,126610.20000000001
40788.200000000004,35918.299999999996,18267.7,-64476.3
